WBGene00138763	""	CBN00038	CBN00038	Coding_transcript	Caenorhabditis brenneri
WBGene00138764	""	CBN00039	CBN00039	Coding_transcript	Caenorhabditis brenneri
WBGene00138765	""	CBN00040	CBN00040	Coding_transcript	Caenorhabditis brenneri
WBGene00138766	""	CBN00041	CBN00041	Coding_transcript	Caenorhabditis brenneri
WBGene00138767	""	CBN00042	CBN00042	Coding_transcript	Caenorhabditis brenneri
WBGene00138768	""	CBN00043	CBN00043	Coding_transcript	Caenorhabditis brenneri
WBGene00138769	""	CBN00044	CBN00044	Coding_transcript	Caenorhabditis brenneri
WBGene00138770	""	CBN00045	CBN00045	Coding_transcript	Caenorhabditis brenneri
WBGene00138771	""	CBN00046	CBN00046	Coding_transcript	Caenorhabditis brenneri
WBGene00138772	""	CBN00047	CBN00047	Coding_transcript	Caenorhabditis brenneri
WBGene00138773	""	CBN00048	CBN00048	Coding_transcript	Caenorhabditis brenneri
WBGene00138774	""	CBN00049	CBN00049	Coding_transcript	Caenorhabditis brenneri
WBGene00138775	""	CBN00050	CBN00050	Coding_transcript	Caenorhabditis brenneri
WBGene00138776	""	CBN00051	CBN00051	Coding_transcript	Caenorhabditis brenneri
WBGene00138777	""	CBN00052	CBN00052	Coding_transcript	Caenorhabditis brenneri
WBGene00138778	""	CBN00053	CBN00053	Coding_transcript	Caenorhabditis brenneri
WBGene00138779	""	CBN00054	CBN00054	Coding_transcript	Caenorhabditis brenneri
WBGene00138780	""	CBN00055	CBN00055	Coding_transcript	Caenorhabditis brenneri
WBGene00138781	""	CBN00056	CBN00056	Coding_transcript	Caenorhabditis brenneri
WBGene00138782	""	CBN00057	CBN00057	Coding_transcript	Caenorhabditis brenneri
WBGene00138783	""	CBN00058	CBN00058	Coding_transcript	Caenorhabditis brenneri
WBGene00138784	""	CBN00059	CBN00059	Coding_transcript	Caenorhabditis brenneri
WBGene00138785	""	CBN00060	CBN00060	Coding_transcript	Caenorhabditis brenneri
WBGene00138786	""	CBN00061	CBN00061	Coding_transcript	Caenorhabditis brenneri
WBGene00138787	""	CBN00062	CBN00062	Coding_transcript	Caenorhabditis brenneri
WBGene00138788	""	CBN00063	CBN00063	Coding_transcript	Caenorhabditis brenneri
WBGene00138789	""	CBN00064	CBN00064	Coding_transcript	Caenorhabditis brenneri
WBGene00138790	""	CBN00065	CBN00065	Coding_transcript	Caenorhabditis brenneri
WBGene00138791	""	CBN00066	CBN00066	Coding_transcript	Caenorhabditis brenneri
WBGene00138792	""	CBN00067	CBN00067	Coding_transcript	Caenorhabditis brenneri
WBGene00138793	""	CBN00068	CBN00068	Coding_transcript	Caenorhabditis brenneri
WBGene00138794	""	CBN00069	CBN00069	Coding_transcript	Caenorhabditis brenneri
WBGene00138795	""	CBN00070	CBN00070	Coding_transcript	Caenorhabditis brenneri
WBGene00138796	""	CBN00071	CBN00071	Coding_transcript	Caenorhabditis brenneri
WBGene00138797	""	CBN00072	CBN00072	Coding_transcript	Caenorhabditis brenneri
WBGene00138798	""	CBN00073	CBN00073	Coding_transcript	Caenorhabditis brenneri
WBGene00138799	""	CBN00074	CBN00074	Coding_transcript	Caenorhabditis brenneri
WBGene00138800	""	CBN00075	CBN00075	Coding_transcript	Caenorhabditis brenneri
WBGene00138801	""	CBN00076	CBN00076	Coding_transcript	Caenorhabditis brenneri
WBGene00138803	Cbn-dyf-11	CBN00078	CBN00078	Coding_transcript	Caenorhabditis brenneri
WBGene00138804	""	CBN00079	CBN00079	Coding_transcript	Caenorhabditis brenneri
WBGene00138805	""	CBN00080	CBN00080	Coding_transcript	Caenorhabditis brenneri
WBGene00138806	""	CBN00081	CBN00081	Coding_transcript	Caenorhabditis brenneri
WBGene00138807	""	CBN00082	CBN00082	Coding_transcript	Caenorhabditis brenneri
WBGene00138808	""	CBN00083	CBN00083	Coding_transcript	Caenorhabditis brenneri
WBGene00138809	""	CBN00084	CBN00084	Coding_transcript	Caenorhabditis brenneri
WBGene00138810	Cbn-gon-1	CBN00085	CBN00085	Coding_transcript	Caenorhabditis brenneri
WBGene00138811	""	CBN00086	CBN00086	Coding_transcript	Caenorhabditis brenneri
WBGene00138812	""	CBN00087	CBN00087	Coding_transcript	Caenorhabditis brenneri
WBGene00138813	""	CBN00088	CBN00088	Coding_transcript	Caenorhabditis brenneri
WBGene00138814	""	CBN00089	CBN00089	Coding_transcript	Caenorhabditis brenneri
WBGene00138815	""	CBN00090	CBN00090	Coding_transcript	Caenorhabditis brenneri
WBGene00138816	""	CBN00091	CBN00091	Coding_transcript	Caenorhabditis brenneri
WBGene00138817	""	CBN00092	CBN00092	Coding_transcript	Caenorhabditis brenneri
WBGene00138818	""	CBN00093	CBN00093	Coding_transcript	Caenorhabditis brenneri
WBGene00138819	""	CBN00094	CBN00094	Coding_transcript	Caenorhabditis brenneri
WBGene00138820	""	CBN00095	CBN00095	Coding_transcript	Caenorhabditis brenneri
WBGene00138821	""	CBN00096	CBN00096	Coding_transcript	Caenorhabditis brenneri
WBGene00138823	""	CBN00098	CBN00098	Coding_transcript	Caenorhabditis brenneri
WBGene00138824	""	CBN00099	CBN00099	Coding_transcript	Caenorhabditis brenneri
WBGene00138825	""	CBN00100	CBN00100	Coding_transcript	Caenorhabditis brenneri
WBGene00138826	""	CBN00101	CBN00101	Coding_transcript	Caenorhabditis brenneri
WBGene00138827	""	CBN00102	CBN00102	Coding_transcript	Caenorhabditis brenneri
WBGene00138828	""	CBN00103	CBN00103	Coding_transcript	Caenorhabditis brenneri
WBGene00138829	""	CBN00104	CBN00104	Coding_transcript	Caenorhabditis brenneri
WBGene00138830	""	CBN00105	CBN00105	Coding_transcript	Caenorhabditis brenneri
WBGene00138831	""	CBN00106	CBN00106	Coding_transcript	Caenorhabditis brenneri
WBGene00138832	""	CBN00107	CBN00107	Coding_transcript	Caenorhabditis brenneri
WBGene00138833	""	CBN00108	CBN00108	Coding_transcript	Caenorhabditis brenneri
WBGene00138834	""	CBN00109	CBN00109	Coding_transcript	Caenorhabditis brenneri
WBGene00138835	""	CBN00110	CBN00110	Coding_transcript	Caenorhabditis brenneri
WBGene00138836	""	CBN00111	CBN00111	Coding_transcript	Caenorhabditis brenneri
WBGene00138837	Cbn-ect-2	CBN00112	CBN00112	Coding_transcript	Caenorhabditis brenneri
WBGene00138838	""	CBN00113	CBN00113	Coding_transcript	Caenorhabditis brenneri
WBGene00138839	""	CBN00114	CBN00114	Coding_transcript	Caenorhabditis brenneri
WBGene00138840	""	CBN00115	CBN00115	Coding_transcript	Caenorhabditis brenneri
WBGene00138841	Cbn-sra-10	CBN00116	CBN00116	Coding_transcript	Caenorhabditis brenneri
WBGene00138842	""	CBN00117	CBN00117	Coding_transcript	Caenorhabditis brenneri
WBGene00138843	""	CBN00118	CBN00118	Coding_transcript	Caenorhabditis brenneri
WBGene00138844	""	CBN00119	CBN00119	Coding_transcript	Caenorhabditis brenneri
WBGene00138845	""	CBN00120	CBN00120	Coding_transcript	Caenorhabditis brenneri
WBGene00138847	""	CBN00122	CBN00122	Coding_transcript	Caenorhabditis brenneri
WBGene00138848	Cbn-gly-9	CBN00123	CBN00123	Coding_transcript	Caenorhabditis brenneri
WBGene00138849	""	CBN00124	CBN00124	Coding_transcript	Caenorhabditis brenneri
WBGene00138850	""	CBN00125	CBN00125	Coding_transcript	Caenorhabditis brenneri
WBGene00138851	""	CBN00126	CBN00126	Coding_transcript	Caenorhabditis brenneri
WBGene00138852	""	CBN00127	CBN00127	Coding_transcript	Caenorhabditis brenneri
WBGene00138853	""	CBN00128	CBN00128	Coding_transcript	Caenorhabditis brenneri
WBGene00138854	""	CBN00129	CBN00129	Coding_transcript	Caenorhabditis brenneri
WBGene00138855	""	CBN00130	CBN00130	Coding_transcript	Caenorhabditis brenneri
WBGene00138856	""	CBN00131	CBN00131	Coding_transcript	Caenorhabditis brenneri
WBGene00138857	""	CBN00132	CBN00132	Coding_transcript	Caenorhabditis brenneri
WBGene00138858	""	CBN00133	CBN00133	Coding_transcript	Caenorhabditis brenneri
WBGene00138859	""	CBN00134	CBN00134	Coding_transcript	Caenorhabditis brenneri
WBGene00138860	""	CBN00135	CBN00135	Coding_transcript	Caenorhabditis brenneri
WBGene00138861	""	CBN00136	CBN00136	Coding_transcript	Caenorhabditis brenneri
WBGene00138862	""	CBN00137	CBN00137	Coding_transcript	Caenorhabditis brenneri
WBGene00138863	""	CBN00138	CBN00138	Coding_transcript	Caenorhabditis brenneri
WBGene00138864	Cbn-use-1	CBN00139	CBN00139	Coding_transcript	Caenorhabditis brenneri
WBGene00138865	""	CBN00140	CBN00140	Coding_transcript	Caenorhabditis brenneri
WBGene00138866	""	CBN00141	CBN00141	Coding_transcript	Caenorhabditis brenneri
WBGene00138867	""	CBN00142	CBN00142	Coding_transcript	Caenorhabditis brenneri
WBGene00138868	""	CBN00143	CBN00143	Coding_transcript	Caenorhabditis brenneri
WBGene00138869	""	CBN00144	CBN00144	Coding_transcript	Caenorhabditis brenneri
WBGene00138870	""	CBN00145	CBN00145	Coding_transcript	Caenorhabditis brenneri
WBGene00138871	""	CBN00146	CBN00146	Coding_transcript	Caenorhabditis brenneri
WBGene00138872	""	CBN00147	CBN00147	Coding_transcript	Caenorhabditis brenneri
WBGene00138875	""	CBN00150	CBN00150	Coding_transcript	Caenorhabditis brenneri
WBGene00138876	""	CBN00151	CBN00151	Coding_transcript	Caenorhabditis brenneri
WBGene00138877	""	CBN00152	CBN00152	Coding_transcript	Caenorhabditis brenneri
WBGene00138878	""	CBN00153	CBN00153	Coding_transcript	Caenorhabditis brenneri
WBGene00138879	""	CBN00154	CBN00154	Coding_transcript	Caenorhabditis brenneri
WBGene00138880	""	CBN00155	CBN00155	Coding_transcript	Caenorhabditis brenneri
WBGene00138881	""	CBN00156	CBN00156	Coding_transcript	Caenorhabditis brenneri
WBGene00138882	Cbn-paf-2	CBN00157	CBN00157	Coding_transcript	Caenorhabditis brenneri
WBGene00138883	""	CBN00158	CBN00158	Coding_transcript	Caenorhabditis brenneri
WBGene00138884	""	CBN00159	CBN00159	Coding_transcript	Caenorhabditis brenneri
WBGene00138885	""	CBN00160	CBN00160	Coding_transcript	Caenorhabditis brenneri
WBGene00138886	Cbn-vps-53	CBN00161	CBN00161	Coding_transcript	Caenorhabditis brenneri
WBGene00138887	""	CBN00162	CBN00162	Coding_transcript	Caenorhabditis brenneri
WBGene00138888	""	CBN00163	CBN00163	Coding_transcript	Caenorhabditis brenneri
WBGene00138889	""	CBN00164	CBN00164	Coding_transcript	Caenorhabditis brenneri
WBGene00138890	""	CBN00165	CBN00165	Coding_transcript	Caenorhabditis brenneri
WBGene00138891	Cbn-mre-11	CBN00166	CBN00166	Coding_transcript	Caenorhabditis brenneri
WBGene00138892	Cbn-lonp-2	CBN00167	CBN00167	Coding_transcript	Caenorhabditis brenneri
WBGene00138893	""	CBN00168	CBN00168	Coding_transcript	Caenorhabditis brenneri
WBGene00138894	""	CBN00169	CBN00169	Coding_transcript	Caenorhabditis brenneri
WBGene00138895	""	CBN00170	CBN00170	Coding_transcript	Caenorhabditis brenneri
WBGene00138896	""	CBN00171	CBN00171	Coding_transcript	Caenorhabditis brenneri
WBGene00138897	""	CBN00172	CBN00172	Coding_transcript	Caenorhabditis brenneri
WBGene00138898	""	CBN00173	CBN00173	Coding_transcript	Caenorhabditis brenneri
WBGene00138899	Cbn-tmem-231	CBN00174	CBN00174	Coding_transcript	Caenorhabditis brenneri
WBGene00138900	""	CBN00175	CBN00175	Coding_transcript	Caenorhabditis brenneri
WBGene00138901	""	CBN00176	CBN00176	Coding_transcript	Caenorhabditis brenneri
WBGene00138902	""	CBN00177	CBN00177	Coding_transcript	Caenorhabditis brenneri
WBGene00138903	""	CBN00178	CBN00178	Coding_transcript	Caenorhabditis brenneri
WBGene00138904	""	CBN00179	CBN00179	Coding_transcript	Caenorhabditis brenneri
WBGene00138905	""	CBN00180	CBN00180	Coding_transcript	Caenorhabditis brenneri
WBGene00138906	""	CBN00181	CBN00181	Coding_transcript	Caenorhabditis brenneri
WBGene00138907	""	CBN00182	CBN00182	Coding_transcript	Caenorhabditis brenneri
WBGene00138908	""	CBN00183	CBN00183	Coding_transcript	Caenorhabditis brenneri
WBGene00138909	""	CBN00184	CBN00184	Coding_transcript	Caenorhabditis brenneri
WBGene00138910	""	CBN00185	CBN00185	Coding_transcript	Caenorhabditis brenneri
WBGene00138911	""	CBN00186	CBN00186	Coding_transcript	Caenorhabditis brenneri
WBGene00138912	""	CBN00187	CBN00187	Coding_transcript	Caenorhabditis brenneri
WBGene00138913	""	CBN00188	CBN00188	Coding_transcript	Caenorhabditis brenneri
WBGene00138915	""	CBN00190	CBN00190	Coding_transcript	Caenorhabditis brenneri
WBGene00138916	""	CBN00191	CBN00191	Coding_transcript	Caenorhabditis brenneri
WBGene00138917	""	CBN00192	CBN00192	Coding_transcript	Caenorhabditis brenneri
WBGene00138918	""	CBN00193	CBN00193	Coding_transcript	Caenorhabditis brenneri
WBGene00138919	""	CBN00194	CBN00194	Coding_transcript	Caenorhabditis brenneri
WBGene00138920	Cbn-trx-3	CBN00195	CBN00195	Coding_transcript	Caenorhabditis brenneri
WBGene00138921	Cbn-nac-3	CBN00196	CBN00196	Coding_transcript	Caenorhabditis brenneri
WBGene00138922	""	CBN00197	CBN00197	Coding_transcript	Caenorhabditis brenneri
WBGene00138923	""	CBN00198	CBN00198	Coding_transcript	Caenorhabditis brenneri
WBGene00138924	""	CBN00199	CBN00199	Coding_transcript	Caenorhabditis brenneri
WBGene00138925	Cbn-ttr-34	CBN00200	CBN00200	Coding_transcript	Caenorhabditis brenneri
WBGene00138926	""	CBN00201	CBN00201	Coding_transcript	Caenorhabditis brenneri
WBGene00138927	""	CBN00202	CBN00202	Coding_transcript	Caenorhabditis brenneri
WBGene00138928	""	CBN00203	CBN00203	Coding_transcript	Caenorhabditis brenneri
WBGene00138929	""	CBN00204	CBN00204	Coding_transcript	Caenorhabditis brenneri
WBGene00138930	""	CBN00205	CBN00205	Coding_transcript	Caenorhabditis brenneri
WBGene00138931	""	CBN00206	CBN00206	Coding_transcript	Caenorhabditis brenneri
WBGene00138932	""	CBN00207	CBN00207	Coding_transcript	Caenorhabditis brenneri
WBGene00138933	""	CBN00208	CBN00208	Coding_transcript	Caenorhabditis brenneri
WBGene00138934	""	CBN00209	CBN00209	Coding_transcript	Caenorhabditis brenneri
WBGene00138936	""	CBN00211	CBN00211	Coding_transcript	Caenorhabditis brenneri
WBGene00138937	""	CBN00212	CBN00212	Coding_transcript	Caenorhabditis brenneri
WBGene00138938	""	CBN00213	CBN00213	Coding_transcript	Caenorhabditis brenneri
WBGene00138939	Cbn-ccdc-55	CBN00214	CBN00214	Coding_transcript	Caenorhabditis brenneri
WBGene00138940	""	CBN00215	CBN00215	Coding_transcript	Caenorhabditis brenneri
WBGene00138941	""	CBN00216	CBN00216	Coding_transcript	Caenorhabditis brenneri
WBGene00138942	""	CBN00217	CBN00217	Coding_transcript	Caenorhabditis brenneri
WBGene00138943	""	CBN00218	CBN00218	Coding_transcript	Caenorhabditis brenneri
WBGene00138944	Cbn-let-268	CBN00219	CBN00219	Coding_transcript	Caenorhabditis brenneri
WBGene00138945	""	CBN00220	CBN00220	Coding_transcript	Caenorhabditis brenneri
WBGene00138946	""	CBN00221	CBN00221	Coding_transcript	Caenorhabditis brenneri
WBGene00138947	""	CBN00222	CBN00222	Coding_transcript	Caenorhabditis brenneri
WBGene00138948	""	CBN00223	CBN00223	Coding_transcript	Caenorhabditis brenneri
WBGene00138949	""	CBN00224	CBN00224	Coding_transcript	Caenorhabditis brenneri
WBGene00138950	""	CBN00225	CBN00225	Coding_transcript	Caenorhabditis brenneri
WBGene00138951	Cbn-pas-2	CBN00226	CBN00226	Coding_transcript	Caenorhabditis brenneri
WBGene00138952	""	CBN00227	CBN00227	Coding_transcript	Caenorhabditis brenneri
WBGene00138954	""	CBN00229	CBN00229	Coding_transcript	Caenorhabditis brenneri
WBGene00138955	""	CBN00230	CBN00230	Coding_transcript	Caenorhabditis brenneri
WBGene00138956	""	CBN00231	CBN00231	Coding_transcript	Caenorhabditis brenneri
WBGene00138957	""	CBN00232	CBN00232	Coding_transcript	Caenorhabditis brenneri
WBGene00138958	""	CBN00233	CBN00233	Coding_transcript	Caenorhabditis brenneri
WBGene00138959	""	CBN00234	CBN00234	Coding_transcript	Caenorhabditis brenneri
WBGene00138960	""	CBN00235	CBN00235	Coding_transcript	Caenorhabditis brenneri
WBGene00138961	""	CBN00236	CBN00236	Coding_transcript	Caenorhabditis brenneri
WBGene00138962	""	CBN00237	CBN00237	Coding_transcript	Caenorhabditis brenneri
WBGene00138963	Cbn-hsr-9	CBN00238	CBN00238	Coding_transcript	Caenorhabditis brenneri
WBGene00138964	""	CBN00239	CBN00239	Coding_transcript	Caenorhabditis brenneri
WBGene00138965	""	CBN00240	CBN00240	Coding_transcript	Caenorhabditis brenneri
WBGene00138966	""	CBN00241	CBN00241	Coding_transcript	Caenorhabditis brenneri
WBGene00138967	""	CBN00242	CBN00242	Coding_transcript	Caenorhabditis brenneri
WBGene00138968	""	CBN00243	CBN00243	Coding_transcript	Caenorhabditis brenneri
WBGene00138969	""	CBN00244	CBN00244	Coding_transcript	Caenorhabditis brenneri
WBGene00138970	""	CBN00245	CBN00245	Coding_transcript	Caenorhabditis brenneri
WBGene00138971	""	CBN00246	CBN00246	Coding_transcript	Caenorhabditis brenneri
WBGene00138972	""	CBN00247	CBN00247	Coding_transcript	Caenorhabditis brenneri
WBGene00138973	""	CBN00248	CBN00248	Coding_transcript	Caenorhabditis brenneri
WBGene00138974	""	CBN00249	CBN00249	Coding_transcript	Caenorhabditis brenneri
WBGene00138975	""	CBN00250	CBN00250	Coding_transcript	Caenorhabditis brenneri
WBGene00138977	Cbn-snx-6	CBN00252	CBN00252	Coding_transcript	Caenorhabditis brenneri
WBGene00138978	""	CBN00253	CBN00253	Coding_transcript	Caenorhabditis brenneri
WBGene00138979	""	CBN00254	CBN00254	Coding_transcript	Caenorhabditis brenneri
WBGene00138980	""	CBN00255	CBN00255	Coding_transcript	Caenorhabditis brenneri
WBGene00138981	""	CBN00256	CBN00256	Coding_transcript	Caenorhabditis brenneri
WBGene00138982	Cbn-tcer-1	CBN00257	CBN00257	Coding_transcript	Caenorhabditis brenneri
WBGene00138983	Cbn-lmp-2	CBN00258	CBN00258	Coding_transcript	Caenorhabditis brenneri
WBGene00138984	""	CBN00259	CBN00259	Coding_transcript	Caenorhabditis brenneri
WBGene00138985	""	CBN00260	CBN00260	Coding_transcript	Caenorhabditis brenneri
WBGene00138986	""	CBN00261	CBN00261	Coding_transcript	Caenorhabditis brenneri
WBGene00138987	""	CBN00262	CBN00262	Coding_transcript	Caenorhabditis brenneri
WBGene00138988	""	CBN00263	CBN00263	Coding_transcript	Caenorhabditis brenneri
WBGene00138989	""	CBN00264	CBN00264	Coding_transcript	Caenorhabditis brenneri
WBGene00138990	Cbn-atfs-1	CBN00265	CBN00265a	Coding_transcript	Caenorhabditis brenneri
WBGene00138990	Cbn-atfs-1	CBN00265	CBN00265b	Coding_transcript	Caenorhabditis brenneri
WBGene00138991	""	CBN00266	CBN00266	Coding_transcript	Caenorhabditis brenneri
WBGene00138992	""	CBN00267	CBN00267	Coding_transcript	Caenorhabditis brenneri
WBGene00138993	Cbn-gpi-1	CBN00268	CBN00268	Coding_transcript	Caenorhabditis brenneri
WBGene00138994	Cbn-cav-1	CBN00269	CBN00269	Coding_transcript	Caenorhabditis brenneri
WBGene00138995	""	CBN00270	CBN00270	Coding_transcript	Caenorhabditis brenneri
WBGene00138996	""	CBN00271	CBN00271	Coding_transcript	Caenorhabditis brenneri
WBGene00138997	""	CBN00272	CBN00272	Coding_transcript	Caenorhabditis brenneri
WBGene00138998	""	CBN00273	CBN00273	Coding_transcript	Caenorhabditis brenneri
WBGene00138999	Cbn-drr-2	CBN00274	CBN00274	Coding_transcript	Caenorhabditis brenneri
WBGene00139000	Cbn-srv-27	CBN00275	CBN00275	Coding_transcript	Caenorhabditis brenneri
WBGene00139001	""	CBN00276	CBN00276	Coding_transcript	Caenorhabditis brenneri
WBGene00139002	""	CBN00277	CBN00277	Coding_transcript	Caenorhabditis brenneri
WBGene00139003	Cbn-glit-1	CBN00278	CBN00278	Coding_transcript	Caenorhabditis brenneri
WBGene00139004	""	CBN00279	CBN00279	Coding_transcript	Caenorhabditis brenneri
WBGene00139005	Cbn-eif-3.G	CBN00280	CBN00280	Coding_transcript	Caenorhabditis brenneri
WBGene00139006	""	CBN00281	CBN00281	Coding_transcript	Caenorhabditis brenneri
WBGene00139007	""	CBN00282	CBN00282	Coding_transcript	Caenorhabditis brenneri
WBGene00139008	""	CBN00283	CBN00283	Coding_transcript	Caenorhabditis brenneri
WBGene00139009	""	CBN00284	CBN00284	Coding_transcript	Caenorhabditis brenneri
WBGene00139010	""	CBN00285	CBN00285	Coding_transcript	Caenorhabditis brenneri
WBGene00139011	""	CBN00286	CBN00286	Coding_transcript	Caenorhabditis brenneri
WBGene00139012	Cbn-mop-25.1	CBN00287	CBN00287	Coding_transcript	Caenorhabditis brenneri
WBGene00139013	""	CBN00288	CBN00288	Coding_transcript	Caenorhabditis brenneri
WBGene00139014	""	CBN00289	CBN00289	Coding_transcript	Caenorhabditis brenneri
WBGene00139015	""	CBN00290	CBN00290	Coding_transcript	Caenorhabditis brenneri
WBGene00139016	""	CBN00291	CBN00291	Coding_transcript	Caenorhabditis brenneri
WBGene00139017	""	CBN00292	CBN00292	Coding_transcript	Caenorhabditis brenneri
WBGene00139018	""	CBN00293	CBN00293.1	Coding_transcript	Caenorhabditis brenneri
WBGene00139018	""	CBN00293	CBN00293.2	Coding_transcript	Caenorhabditis brenneri
WBGene00139019	""	CBN00294	CBN00294	Coding_transcript	Caenorhabditis brenneri
WBGene00139020	""	CBN00295	CBN00295	Coding_transcript	Caenorhabditis brenneri
WBGene00139021	""	CBN00296	CBN00296	Coding_transcript	Caenorhabditis brenneri
WBGene00139022	Cbn-pqn-24	CBN00297	CBN00297	Coding_transcript	Caenorhabditis brenneri
WBGene00139023	Cbn-nfki-1	CBN00298	CBN00298	Coding_transcript	Caenorhabditis brenneri
WBGene00139024	""	CBN00299	CBN00299	Coding_transcript	Caenorhabditis brenneri
WBGene00139025	""	CBN00300	CBN00300	Coding_transcript	Caenorhabditis brenneri
WBGene00139026	""	CBN00301	CBN00301	Coding_transcript	Caenorhabditis brenneri
WBGene00139027	""	CBN00302	CBN00302	Coding_transcript	Caenorhabditis brenneri
WBGene00139028	""	CBN00303	CBN00303	Coding_transcript	Caenorhabditis brenneri
WBGene00139029	""	CBN00304	CBN00304	Coding_transcript	Caenorhabditis brenneri
WBGene00139030	""	CBN00305	CBN00305	Coding_transcript	Caenorhabditis brenneri
WBGene00139031	""	CBN00306	CBN00306	Coding_transcript	Caenorhabditis brenneri
WBGene00139032	""	CBN00307	CBN00307	Coding_transcript	Caenorhabditis brenneri
WBGene00139033	""	CBN00308	CBN00308	Coding_transcript	Caenorhabditis brenneri
WBGene00139034	""	CBN00309	CBN00309	Coding_transcript	Caenorhabditis brenneri
WBGene00139035	""	CBN00310	CBN00310	Coding_transcript	Caenorhabditis brenneri
WBGene00139036	""	CBN00311	CBN00311	Coding_transcript	Caenorhabditis brenneri
WBGene00139037	""	CBN00312	CBN00312	Coding_transcript	Caenorhabditis brenneri
WBGene00139038	""	CBN00313	CBN00313	Coding_transcript	Caenorhabditis brenneri
WBGene00139039	""	CBN00314	CBN00314	Coding_transcript	Caenorhabditis brenneri
WBGene00139040	""	CBN00315	CBN00315	Coding_transcript	Caenorhabditis brenneri
WBGene00139041	""	CBN00316	CBN00316	Coding_transcript	Caenorhabditis brenneri
WBGene00139042	""	CBN00317	CBN00317	Coding_transcript	Caenorhabditis brenneri
WBGene00139043	""	CBN00318	CBN00318	Coding_transcript	Caenorhabditis brenneri
WBGene00139044	Cbn-rps-1	CBN00319	CBN00319	Coding_transcript	Caenorhabditis brenneri
WBGene00139045	""	CBN00320	CBN00320	Coding_transcript	Caenorhabditis brenneri
WBGene00139046	""	CBN00321	CBN00321	Coding_transcript	Caenorhabditis brenneri
WBGene00139047	""	CBN00322	CBN00322	Coding_transcript	Caenorhabditis brenneri
WBGene00139048	""	CBN00323	CBN00323	Coding_transcript	Caenorhabditis brenneri
WBGene00139049	""	CBN00324	CBN00324	Coding_transcript	Caenorhabditis brenneri
WBGene00139050	""	CBN00325	CBN00325	Coding_transcript	Caenorhabditis brenneri
